ticker,entry_date,exit_date,shares,entry_px,exit_px,gain_eur,fee_eur,tax_eur,days_held,exit_reason,ret_net
DINO,2006-06-16,2006-07-11,502.0,9.59555435180664,11.732912782219287,1035.0939320671487,22.12,0.0,16,strength,0.2141850637589928
ENS,2006-07-11,2006-07-14,575.0,17.218246459960938,15.06046075295802,-1301.9267815266758,29.05,0.0,3,stop,-0.13107558079227039
BLKB,2006-07-12,2006-07-18,580.0,17.272558212280273,15.88643433240407,-866.8418503281991,30.44,0.0,4,stop,-0.08624833971592805
KSS,2006-07-11,2006-07-19,328.0,30.150287628173828,27.829847453817592,-823.4443771888455,30.22,0.0,6,stop,-0.08299667253080853
ZD,2006-06-09,2006-07-21,266.0,18.754987716674805,19.46408626257934,152.09979889798888,20.34,0.0,29,sma,0.030389526814309186
WRLD,2006-05-30,2006-07-27,133.0,31.809999465942383,39.36000061035156,969.3987664386304,20.49,0.0,41,strength,0.22836295637943665
GRMN,2006-07-07,2006-07-31,378.0,26.360811233520508,24.922951606424625,-606.7709390422442,30.95,0.0,16,egg,-0.06069714431802819
FDS,2006-07-11,2006-08-02,268.0,36.89143753051758,35.04325286541453,-558.3134902476177,30.88,0.0,16,egg,-0.056287132628003084
WRLD,2006-05-30,2006-08-11,134.0,31.809999465942383,35.349998474121094,440.75125286373805,19.24,0.0,52,sma,0.10305370069679826
OII,2006-07-10,2006-08-11,532.0,18.638763427734375,17.573563303376698,-629.646466158285,30.77,0.0,24,sma,-0.06329369697907261
HST,2006-07-25,2006-08-14,875.0,10.959677696228027,10.079201572081084,-831.2366086285765,29.45,0.0,14,stop,-0.086397360672067
SLG,2006-07-26,2006-08-17,184.0,51.98274612426758,51.064081485606785,-231.23429351358573,30.89,0.0,16,egg,-0.02409660624836011
CXW,2006-07-12,2006-08-17,604.0,8.29432487487793,9.967423786238635,971.8767424618663,22.45,0.0,26,strength,0.19336993218749907
CPB,2006-07-25,2006-08-24,491.0,19.52876853942871,19.549907518548448,-52.390761252208904,31.4,0.0,22,sma,-0.0054460277090088195
DINO,2006-06-16,2006-08-30,502.0,9.59555435180664,11.547502033930929,942.2477364263923,21.89,0.0,52,sma,0.1949730215307274
OXY,2006-08-11,2006-09-05,323.0,29.820724487304688,29.083559917995608,-300.4641558868316,30.88,0.0,16,egg,-0.031092446293118966
MTRN,2006-08-14,2006-09-06,234.0,20.4676513671875,25.329048115275633,1099.671839052623,22.22,0.0,16,strength,0.22885488307777901
OVV,2006-08-17,2006-09-11,110.0,88.41842651367188,81.53042832375773,-819.2198008905543,29.82,0.0,16,egg,-0.08395583610648429
LH,2006-09-05,2006-09-27,178.0,55.53106689453125,54.64935637156622,-220.77447308777482,31.72,0.0,16,egg,-0.022263032151332792
DGX,2006-07-31,2006-10-02,221.0,43.27566909790039,44.0242840532011,102.41390512145881,31.72,0.0,44,sma,0.010673415278421552
MTRN,2006-08-14,2006-10-02,234.0,20.4676513671875,22.218465187937806,373.6154340555713,20.4,0.0,34,sma,0.07775384750281833
SHOO,2006-08-24,2006-10-05,861.0,5.659566879272461,6.905195712528535,1034.3464254334795,22.26,0.0,29,strength,0.21157613113108528
VMRK,2006-07-25,2006-10-26,259.0,18.509716033935547,22.379578115946586,964.7192792408587,21.89,0.0,66,strength,0.20057778818712035
BDC,2006-10-02,2006-10-31,289.0,34.55192947387695,32.71406013014765,-594.5442403377692,31.04,0.0,21,sma,-0.0593483826111297
VMRK,2006-07-25,2006-11-06,259.0,18.509716033935547,20.356217296849998,441.9788270948429,20.58,0.0,73,sma,0.09189319366974942
SHOO,2006-08-24,2006-11-07,861.0,5.659566879272461,6.385909369122894,588.3508837612226,21.15,0.0,52,sma,0.12034749738859123
ALB,2006-09-27,2006-11-14,241.0,20.81859588623047,25.442015624242078,1075.2691568607988,22.73,0.0,34,strength,0.21362143095212754
INTU,2006-08-30,2006-11-20,367.0,26.888286590576172,28.199912072602782,416.0265519037657,33.27,0.0,57,sma,0.04202258189790642
T,2006-10-31,2006-11-22,1654.0,6.492575168609619,6.19116612891329,-565.7805516577282,33.0,0.0,16,egg,-0.05251853359880796
CXW,2006-07-12,2006-11-28,604.0,8.29432487487793,10.591273931872589,1347.7422304247739,23.39,0.0,97,sma,0.26815419313698924
QDEL,2006-11-07,2006-11-28,694.0,15.319999694824219,13.619999885559082,-1244.809867630005,31.03,0.0,14,stop,-0.11670756515036788
MRK,2006-11-06,2006-11-29,477.0,21.965087890625,21.145172613375646,-457.30958724794255,32.62,0.0,16,egg,-0.043507975603129065
VNO,2006-09-11,2006-12-05,134.0,36.686222076416016,45.15152331847727,1095.8449761016354,22.53,0.0,60,strength,0.2221939819266084
CMCSA,2006-08-11,2006-12-06,679.0,7.10331392288208,8.653806043444598,1014.9341498619497,22.09,0.0,81,strength,0.2097443675615931
VFC,2006-08-02,2006-12-12,529.0,9.169028282165527,11.026043129801876,944.5558543996285,21.98,0.0,92,strength,0.19410379837704908
AEO,2006-11-22,2006-12-21,632.0,16.750255584716797,16.18268043779986,-425.547492851505,32.97,0.0,20,sma,-0.04007026642696762
CTSH,2006-10-02,2006-12-22,631.0,15.811277389526367,16.806155161869096,561.5178743482629,33.91,0.0,58,sma,0.05609986121932386
MTRN,2006-11-20,2006-12-26,344.0,30.625930786132812,29.923827122632545,-308.39366024409173,33.13,0.0,24,sma,-0.029178910393881853
VNO,2006-09-11,2007-01-08,135.0,36.686222076416016,40.81352152860782,519.920816380466,21.17,0.0,81,sma,0.10463847624881739
KMX,2006-11-29,2007-01-08,223.0,23.15999984741211,27.899999618530273,1017.4599489593511,22.95,0.0,25,strength,0.19637193742124426
WST,2006-12-22,2007-01-19,497.0,21.583322525024414,20.11211461734406,-797.8003301171357,32.39,0.0,16,egg,-0.0741372173846148
ICE,2006-12-26,2007-01-22,298.0,17.93213653564453,21.579440168606997,1046.3564826228148,23.48,0.0,16,strength,0.19518529356411932
VFC,2006-08-02,2007-01-24,529.0,9.169028282165527,10.66627500059203,754.7085140476202,21.51,0.0,119,sma,0.15509065828325588
SPGI,2006-11-28,2007-01-26,234.0,44.17002487182617,45.56374347148025,258.84015231905505,34.05,0.0,39,sma,0.02496282262308729
CMCSA,2006-08-11,2007-02-06,679.0,7.10331392288208,8.84606744161822,1145.1496392218396,22.42,0.0,121,sma,0.23665445376396238
AEO,2007-01-24,2007-02-15,628.0,17.50274658203125,16.961042033662476,-409.1004563755905,34.03,0.0,16,egg,-0.03710121672176877
HALO,2007-01-08,2007-02-16,729.0,7.5,9.199999809265137,1197.761773222962,24.17,0.0,28,strength,0.21837567541544756
UCTT,2007-01-19,2007-02-20,802.0,13.760000228881836,13.430000305175781,-333.97993881225557,34.33,0.0,21,sma,-0.0301684324637655
CNS,2007-02-20,2007-02-27,599.0,19.23213768005371,16.256675662222637,-1850.2417486808135,31.74,0.0,5,stop,-0.16010744604641888
KMX,2006-11-29,2007-02-28,223.0,23.15999984741211,27.06999969482422,832.8299659729009,22.49,0.0,60,sma,0.1607379574280435
MIDD,2007-01-26,2007-02-28,742.0,14.764012336730957,14.562885284423828,-218.43627281189038,34.41,0.0,22,sma,-0.01987647780631126
CBRE,2007-02-15,2007-02-28,308.0,37.25,33.099998474121094,-1347.1704699707025,32.89,0.0,8,stop,-0.11705283740930661
PVH,2006-11-28,2007-03-05,221.0,46.82772445678711,49.88483986002267,607.3925041150596,34.96,0.0,64,sma,0.05850327228188254
PPLI,2007-02-06,2007-03-05,2000.0,5.599521160125732,5.4346586991143395,-399.69492202278525,34.57,0.0,18,sma,-0.035577638001869125
ICE,2006-12-26,2007-03-08,298.0,17.93213653564453,22.291889886841496,1258.136498656695,24.01,0.0,48,sma,0.23469032391187652
HALO,2007-01-08,2007-03-13,730.0,7.5,7.869999885559082,230.94800418945215,21.76,0.0,44,sma,0.042048711723132876
HAS,2006-12-21,2007-04-02,736.0,14.679410934448242,15.541056697650081,563.7612817165536,36.0,0.0,67,sma,0.052014904929879015
VMC,2007-03-05,2007-04-19,118.0,90.51390075683594,91.94190296550373,99.88426062279905,34.52,0.0,32,sma,0.009322135481200975
ALB,2006-09-27,2007-04-25,241.0,20.81859588623047,32.18750565408556,2696.872254053078,26.79,0.0,143,sma,0.5357818610624294
SGI,2007-03-13,2007-04-25,1877.0,6.004427909851074,5.958612084664885,-156.93630387447774,35.36,0.0,30,sma,-0.013880931744490729
HLIT,2007-03-05,2007-04-27,1165.0,9.170000076293945,8.800000190734863,-498.1898666763318,33.03,0.0,38,breakeven,-0.04648525006108046
OI,2007-02-28,2007-04-27,234.0,23.28685188293457,29.255580106056595,1354.8474042105536,24.51,25.12,41,strength,0.24784783826571147
SYK,2007-03-08,2007-05-01,218.0,50.05060577392578,52.110409698403124,378.55725553606135,35.8,99.84,37,sma,0.03458498209210838
DLB,2007-04-02,2007-05-02,435.0,25.68601417541504,25.51214726701695,-146.10210515316794,35.14,0.0,21,sma,-0.013034651957090746
CE,2007-02-28,2007-05-03,251.0,21.73455810546875,26.57413891708894,1173.314783716668,24.08,270.93,45,strength,0.2143935834407339
NUE,2007-04-25,2007-05-17,188.0,39.302799224853516,38.532733416553064,-196.15237196048474,25.51,0.0,16,egg,-0.026454182317883688
CAR,2007-04-27,2007-05-21,425.0,27.211071014404297,26.79302554399633,-249.84932492338703,35.87,0.0,16,egg,-0.02153685009652978
DCH,2007-02-27,2007-05-23,243.0,23.371448516845703,28.127463276850282,1113.3215866811133,24.49,176.01,60,strength,0.19541687400054938
NEE,2007-02-28,2007-05-25,1301.0,8.386489868164062,9.009450766501779,739.0921287373676,36.7,194.94,61,sma,0.0675247274823272
CLF,2007-04-19,2007-05-31,200.0,27.46217918395996,34.40577333846062,1346.697384516092,24.6,355.19,29,strength,0.24441601938187024
BDC,2007-05-21,2007-06-08,216.0,54.16297912597656,49.46320450425913,-1085.911318290966,34.11,0.0,13,stop,-0.09252938604799493
RS,2007-05-17,2007-06-11,267.0,43.756683349609375,41.18489278176166,-758.1680816153403,34.89,0.0,16,egg,-0.0646920718942295
GT,2007-05-02,2007-06-27,381.0,29.6595516204834,29.83768613420617,-3.6007502716238378,35.82,0.0,39,sma,-0.0003176402253443264
NRG,2007-05-25,2007-06-27,369.0,31.084291458129883,30.409351538668783,-320.582830281146,35.45,0.0,22,sma,-0.027861786572618907
TEX,2007-05-01,2007-06-28,169.0,67.04747009277344,70.74097663597196,551.1826058005499,37.29,0.0,41,sma,0.0484907724026393
GME,2007-04-25,2007-07-06,1004.0,5.692752838134766,6.9854889441257475,1254.9910076075785,24.93,0.0,50,strength,0.21888703973358012
GEO,2007-06-27,2007-07-20,1524.0,7.770991325378418,7.294227521940841,-798.7880364388675,35.19,0.0,16,egg,-0.06723804579137051
SF,2007-06-27,2007-07-20,1130.0,10.475937843322754,10.406640553981418,-152.09593695570766,36.8,0.0,16,egg,-0.012808294875859265
DCH,2007-02-27,2007-07-23,243.0,23.371448516845703,27.6101630727741,987.9376370906002,24.17,0.0,101,sma,0.1734087320836545
CE,2007-02-28,2007-07-23,251.0,21.73455810546875,28.277018888240327,1599.6776564756656,25.14,336.19,100,sma,0.29230060839726996
MKSI,2007-06-28,2007-07-23,518.0,22.92143440246582,22.356178592960376,-366.23250932382143,36.35,0.0,16,egg,-0.03074901190785929
CLF,2007-04-19,2007-07-26,201.0,27.46217918395996,32.1761570230604,906.4309920432279,23.57,142.48,68,sma,0.16369233153671586
TT,2007-06-11,2007-07-26,504.0,23.36686134338379,23.576847560483053,31.883053418028794,37.11,8.41,32,sma,0.002698811595626317
FIS,2007-06-08,2007-07-27,544.0,21.46046257019043,21.427444519650198,-91.09181949388767,36.54,0.0,34,sma,-0.007778258431474494
AA,2007-07-20,2007-07-27,141.0,85.11414337158203,75.27503415777154,-1458.6443991472788,33.93,0.0,5,stop,-0.12116502056230402
MOS,2007-07-23,2007-07-27,413.0,28.805450439453125,25.780882923869587,-1320.3063839360002,34.02,0.0,4,stop,-0.11063595637393146
DY,2007-07-20,2007-07-30,393.0,30.639999389648438,27.81999969482422,-1180.4898800659175,34.73,0.0,6,stop,-0.09773060260752758
PII,2007-07-23,2007-07-30,720.0,16.528663635253906,14.976086091448185,-1189.365831540119,34.36,0.0,5,stop,-0.09963033769190163
GME,2007-04-25,2007-08-06,1005.0,5.692752838134766,6.733002939196167,1003.1273943740753,24.32,0.0,71,sma,0.1747846042805347
FCX,2007-07-30,2007-08-06,339.0,32.530696868896484,30.268783550991706,-834.8086147697177,33.05,0.0,5,stop,-0.07546035920209204
OI,2007-02-28,2007-08-10,234.0,23.28685188293457,34.479443816552504,2574.171512466597,27.57,0.0,114,sma,0.4709038395816807
CXT,2007-07-23,2007-08-10,1078.0,11.040756225585938,9.323359493860734,-1921.0336767997705,32.53,0.0,14,stop,-0.16090292035110126
CALM,2007-07-26,2007-08-10,2058.0,5.5774617195129395,4.171642379018043,-2958.1362027384985,28.86,0.0,11,stop,-0.2569049490693817
HAL,2007-07-27,2007-08-15,424.0,26.514108657836914,24.102396577027957,-1091.015922262999,32.95,0.0,13,stop,-0.096742864710555
RUSHA,2007-07-30,2007-08-15,1493.0,7.395208358764648,6.7200274940031175,-1075.525031088966,32.48,0.0,12,stop,-0.09710369777771352
HXL,2007-08-10,2007-08-15,447.0,22.574228286743164,20.154580065291874,-1144.1327549887264,29.92,0.0,3,stop,-0.11301962994279297
WAB,2007-07-30,2007-08-16,587.0,18.787193298339844,16.656290983585983,-1317.649658760516,31.84,0.0,13,stop,-0.11910362558571365
TDY,2007-08-10,2007-08-16,201.0,50.2599983215332,45.16999816894531,-1085.8500306701662,30.1,0.0,4,stop,-0.10713948080655876
HON,2007-07-26,2007-08-17,315.0,36.346778869628906,34.04332236988927,-795.8187974179855,34.21,0.0,16,stop,-0.06929047492517121
NOV,2007-08-07,2007-08-17,267.0,40.705142974853516,37.53904030584716,-912.3794126246958,32.46,0.0,8,stop,-0.08368270533107568
MMM,2007-07-30,2007-08-21,257.0,42.81218338012695,41.82470671843203,-322.9615020555939,34.27,0.0,16,egg,-0.029260011110168033
ALGN,2007-08-07,2007-08-27,402.0,27.040000915527344,23.700000762939453,-1408.4800613403313,31.22,0.0,14,stop,-0.12916312968977262
IEX,2007-08-10,2007-09-11,236.0,29.11919593811035,28.657479740495077,-157.85502263720537,24.31,0.0,21,sma,-0.022888452191272265
LIN,2007-08-22,2007-09-14,179.0,53.33317565917969,51.83618897147203,-329.83061709967114,30.6,0.0,16,egg,-0.03443660158820611
APD,2007-08-22,2007-09-14,187.0,51.1666259765625,50.855422796684636,-120.68499463716034,31.17,0.0,16,egg,-0.012572035827443864
J,2007-08-22,2007-09-24,98.0,48.7414436340332,58.750986842210786,943.505234401403,21.79,0.0,22,strength,0.19687935725660807
ACAD,2007-08-20,2007-10-05,637.0,15.069999694824219,15.079999923706055,-56.43985420227,31.41,0.0,33,sma,-0.0058602340300926235
ITRI,2007-08-22,2007-10-10,57.0,83.9800033569336,101.05000305175781,935.5249826049803,21.8,0.0,34,strength,0.1947985581191578
BIIB,2007-09-14,2007-10-16,74.0,65.41999816894531,81.05000305175781,1118.4519720663793,22.39,0.0,22,strength,0.23028301705112836
CSCO,2007-08-22,2007-10-22,494.0,19.401676177978516,19.9402463880109,202.66368375599814,32.03,0.0,42,sma,0.021076138854477507
MPWR,2007-10-05,2007-10-29,488.0,20.560068130493164,19.57898384474271,-542.5391314462231,31.29,0.0,16,egg,-0.05389929219649268
VMI,2007-09-11,2007-11-02,126.0,72.8154296875,73.93399834710793,79.90965111059813,30.69,0.0,38,sma,0.00868103429472536
ITRI,2007-08-22,2007-11-05,57.0,83.9800033569336,79.1500015258789,-309.65510437011744,18.68,0.0,52,breakeven,-0.06447755962387389
STRA,2007-08-20,2007-11-07,43.0,110.17127990722656,133.97163077095135,986.1153170252237,21.8,0.0,56,strength,0.20747809105663564
PH,2007-09-14,2007-11-09,85.0,52.120582580566406,61.87951722466316,794.2062283739551,20.55,0.0,40,strength,0.17867395715896645
ROP,2007-08-20,2007-11-13,175.0,54.78072738647461,57.466484956252565,406.0975747111406,32.54,0.0,60,sma,0.0422226750908105
J,2007-08-22,2007-11-13,98.0,48.7414436340332,59.966097714343114,1062.286099870371,22.09,0.0,58,sma,0.22166512377410993
BIIB,2007-09-14,2007-11-13,75.0,65.41999816894531,69.8499984741211,295.7584121499285,20.5,0.0,42,sma,0.060083072514719074
EPAC,2007-10-22,2007-11-13,321.0,32.40013885498047,31.846705806111764,-244.01200868685373,32.96,0.0,16,egg,-0.023386586506299305
HPQ,2007-10-29,2007-11-13,741.0,14.332188606262207,13.357700198298643,-788.1959103010013,32.15,0.0,11,stop,-0.07398051269459299
FCN,2007-08-28,2007-11-19,95.0,49.81999969482422,59.310001373291016,864.5301594543462,21.49,0.0,58,strength,0.18206652824886632
STRA,2007-08-20,2007-11-21,44.0,110.17127990722656,118.51603569239106,330.8690246621809,20.44,0.0,66,sma,0.06803249982724759
PH,2007-09-14,2007-11-23,86.0,52.120582580566406,56.00992651758609,300.11679495796125,19.44,0.0,49,sma,0.06673270691155668
NLY,2007-11-02,2007-11-27,1649.0,6.355822563171387,5.958112077914473,-721.3845901886507,31.96,0.0,16,egg,-0.06860951876984552
HL,2007-12-04,2007-12-13,937.0,10.927281379699707,8.897528334187257,-1963.1186036451654,28.24,0.0,7,stop,-0.19111612664662386
SYNA,2007-11-14,2007-12-17,280.0,36.293331146240234,33.79999923706055,-762.0029345703115,31.06,0.0,22,sma,-0.07474322862105397
BMRN,2007-11-14,2007-12-17,184.0,27.579999923706055,35.439998626708984,1406.1642599975257,23.7,0.0,22,strength,0.2762007240878902
MCK,2007-12-03,2008-01-03,180.0,56.74235916137695,55.47044508650912,-294.23453347621034,32.36,0.0,21,sma,-0.02871546032339287
BLKB,2007-12-04,2008-01-04,438.0,23.360382080078125,22.827153743726313,-298.9340113220933,32.4,0.0,21,sma,-0.02912216651075088
MORN,2007-11-05,2008-01-07,160.0,64.93233489990234,66.46090544329721,177.2212869431769,33.98,0.0,42,sma,0.01700365035800867
BRK-B,2007-12-13,2008-01-08,107.0,94.69999694824219,88.4000015258789,-737.8795101928699,31.05,0.0,16,egg,-0.0725857161725216
LKQ,2007-11-14,2008-01-09,1209.0,8.428963661193848,8.411592857031136,-86.70130223271735,32.82,0.0,37,sma,-0.00848059149132114
BLK,2007-11-14,2008-01-09,82.0,123.5890884399414,128.04850029630623,299.281772221917,33.65,0.0,37,sma,0.029436455214048605
APA,2007-11-14,2008-01-17,144.0,70.42317199707031,71.08375835442425,29.384435458967346,32.99,0.0,43,sma,0.0028882779792877775
FCN,2007-08-28,2008-01-18,95.0,49.81999969482422,57.869998931884766,728.0799275207519,21.14,0.0,99,sma,0.15333066549703134
BG,2007-12-24,2008-01-18,138.0,76.6357192993164,71.6923453005264,-748.1556118330209,32.13,0.0,17,sma,-0.07051705806951065
BMRN,2007-11-14,2008-03-07,185.0,27.579999923706055,36.86000061035156,1675.8856283844325,24.45,0.0,77,sma,0.32740041731732694
BMI,2008-05-07,2008-05-30,498.0,20.089597702026367,19.399476118466115,-407.6405486130043,31.55,0.0,16,egg,-0.0406136638627143
CENX,2008-05-07,2008-06-05,141.0,70.95999908447266,72.31999969482422,126.46008605957104,32.89,0.0,20,sma,0.01259842451918041
CHRW,2008-05-16,2008-06-10,237.0,42.74777603149414,40.77832642325453,-531.0495571527863,31.56,0.0,16,egg,-0.05224832910587563
BCO,2008-05-16,2008-06-10,283.0,32.132408142089844,29.55685866466167,-787.3205021121721,28.31,0.0,16,egg,-0.08629492440553739
ILMN,2008-05-16,2008-06-12,267.0,38.07392883300781,36.3715934753418,-519.013540496826,31.68,0.0,18,sma,-0.05089091993160846
NX,2008-05-07,2008-06-18,739.0,13.545950889587402,12.695819764962696,-691.5369010976592,30.86,0.0,29,sma,-0.06885837233724686
ESE,2008-05-16,2008-06-23,229.0,44.38299560546875,43.550033757734205,-255.8882631312099,32.33,0.0,25,sma,-0.025095656525278686
LIN,2008-05-07,2008-06-27,155.0,64.52075958251953,66.42762101599675,230.02352218896885,33.14,0.0,36,sma,0.02292642509116416
