,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.3328319584524002,0.07324175291640644,-0.27345975871695727,764.0,0.468586387434555,0.14876209143782507,-0.04817468371820647,0.04410720830516956,8.575328259956967,0.7069563603094394,0.3765401675702316,788.0,0.7308771039153167,0.915
test,0.5306615333538982,0.057402032072493725,-0.2936569679479617,638.0,0.4341692789968652,0.1853258375284959,-0.059066639963259004,0.04704106578159383,6.558226723961843,0.7528017612943613,0.575812274368231,611.0,0.4562381649461753,0.57
