ticker,entry_date,exit_date,shares,entry_px,exit_px,gain_eur,fee_eur,tax_eur,days_held,exit_reason,ret_net
ILMN,2006-02-10,2006-03-07,96.0,10.301555633544922,12.392995834350586,182.21038362967522,12.4,0.0,16,strength,0.18310444298853917
NDAQ,2006-02-02,2006-03-08,196.0,10.582257270812988,10.127361416910245,-114.14958736493782,12.4,0.0,23,sma,-0.05470307551391388
AMD,2006-02-15,2006-03-10,45.0,40.2400016784668,36.0,-215.60007553100604,12.4,0.0,16,stop,-0.11825365653751009
DIOD,2006-02-22,2006-03-16,80.0,25.30666732788086,24.53333282470703,-86.72676025390638,12.4,0.0,16,egg,-0.042575867374021005
VRTX,2006-02-10,2006-03-24,28.0,35.900001525878906,36.11000061035156,-12.832752907492818,12.4,0.0,29,sma,-0.012686693918383856
ILMN,2006-02-10,2006-04-03,97.0,10.301555633544922,11.527236938476562,100.2589622260374,12.4,0.0,35,sma,0.09971223795072191
SLAB,2006-02-10,2006-04-05,14.0,46.79999923706055,59.029998779296875,152.8337866947569,12.4,0.0,37,strength,0.2311509035874777
ATI,2006-03-08,2006-04-05,24.0,42.90004348754883,52.49218892547651,211.53649051026423,12.4,0.0,20,strength,0.20421023518841794
CDE,2006-03-16,2006-04-07,19.0,56.33673858642578,67.72395078207947,197.58203171742002,12.4,0.0,16,strength,0.18349459508738208
RJF,2005-12-30,2006-04-12,81.0,12.33792781829834,14.224274433323105,134.15556650023564,12.4,0.0,70,sma,0.13340706447316225
SAIA,2006-03-24,2006-04-24,111.0,19.426666259765625,18.17333221435547,-164.35007904052736,12.44,0.0,20,sma,-0.07576704352517015
SLAB,2006-02-10,2006-04-25,15.0,46.79999923706055,50.220001220703125,32.48623665119044,12.4,0.0,50,sma,0.04585771408215146
RMBS,2006-04-24,2006-04-27,51.0,44.5,38.66999816894531,-322.8000933837893,12.4,0.0,3,stop,-0.14141958116675032
THO,2005-12-30,2006-05-01,40.0,24.30228614807129,30.760107007170898,239.71283436398426,12.4,0.0,82,sma,0.24503212755566514
CDE,2006-03-16,2006-05-04,19.0,56.33673858642578,61.43101686636047,78.01628731875894,12.4,0.0,34,sma,0.07245379009084452
NEU,2006-04-12,2006-05-05,33.0,33.2554931640625,43.7621469934551,327.8745763699558,12.4,0.0,16,strength,0.29702112815495707
MLM,2006-03-10,2006-05-12,26.0,77.8901596069336,82.94199292888179,106.09766637065286,12.79,0.0,44,sma,0.0520698126680268
BLKB,2006-02-27,2006-05-15,140.0,15.03394603729248,16.439758804181018,171.00378736439552,13.15,3.25,54,sma,0.08076073593992297
FLS,2005-12-29,2006-05-16,105.0,9.560470581054688,13.589540336633817,404.4226592640382,12.4,106.67,94,sma,0.40038712694906003
UNP,2006-04-25,2006-05-17,143.0,15.704545974731445,15.428691881276528,-65.37713536405363,12.92,0.0,16,egg,-0.028943815726780037
EZPW,2006-05-01,2006-05-18,196.0,11.16333293914795,10.166666984558105,-220.61652709960936,12.4,0.0,13,stop,-0.10023999523411888
ANDE,2006-05-15,2006-05-18,79.0,27.443058013916016,25.016229383630932,-216.9394617925218,12.4,0.0,3,stop,-0.09947602475770129
HON,2006-04-27,2006-05-19,86.0,25.705638885498047,25.074391871393274,-80.00724321301004,12.79,0.0,16,egg,-0.03598070944045204
FUL,2006-05-04,2006-05-19,105.0,21.045555114746094,18.870579014256947,-253.6924905513606,12.4,0.0,11,stop,-0.11413691248383133
ATI,2006-03-08,2006-05-22,24.0,42.90004348754883,52.973004552820896,223.07606556652945,12.4,0.0,52,sma,0.21535015402951255
SLG,2006-04-03,2006-05-22,49.0,45.366729736328125,45.825720378888654,-3.4794585145341443,13.01,0.0,34,sma,-0.0015561573450670481
NEU,2006-04-12,2006-05-23,33.0,33.2554931640625,33.169439096479785,-21.684784230229525,12.4,0.0,28,breakeven,-0.019644216234051964
AKAM,2006-05-12,2006-05-23,65.0,34.38999938964844,32.31999969482422,-160.1899801635741,12.65,0.0,7,stop,-0.07124811327031941
PLXS,2006-05-16,2006-05-24,49.0,43.58000183105469,39.56999969482422,-221.63010467529284,12.4,0.0,6,stop,-0.10317206140069744
LVS,2006-05-19,2006-05-25,47.0,43.43235778808594,38.394446108065324,-261.68184896096886,12.4,0.0,4,stop,-0.12741220992467894
WST,2006-05-17,2006-06-09,141.0,15.176820755004883,14.636308681622872,-101.52220234686365,12.56,0.0,16,egg,-0.04716080463692895
WEX,2006-05-18,2006-06-09,68.0,30.31999969482422,27.829999923706055,-194.26998443603543,12.4,0.0,15,stop,-0.09365523300739254
LAMR,2006-05-18,2006-06-12,69.0,29.868539810180664,27.849260861342046,-164.2802474698649,12.4,0.0,16,egg,-0.07922927018212517
CHH,2006-05-19,2006-06-13,67.0,30.622161865234375,30.065176591991893,-62.2880133072465,12.44,0.0,16,egg,-0.03017516004160436
AVNT,2006-05-24,2006-06-13,291.0,6.790802955627441,5.56623225423789,-381.15007410435965,12.4,0.0,13,stop,-0.19167490020590033
GPI,2006-05-22,2006-06-14,41.0,48.709022521972656,46.21276740307826,-127.14645987467043,12.4,0.0,16,egg,-0.06327363171451925
FTI,2006-05-22,2006-06-14,203.0,10.064926147460938,9.322788749694052,-175.5638917466781,12.4,0.0,16,egg,-0.08540387464502674
R,2006-05-23,2006-06-15,63.0,31.473506927490234,31.455674476532657,-25.923444410327647,12.4,0.0,16,egg,-0.012992703720145353
FDS,2006-05-25,2006-06-19,54.0,35.979339599609375,34.20317699847225,-120.71278046140492,12.4,0.0,16,egg,-0.06173668867080778
BBWI,2006-05-30,2006-06-21,200.0,8.197775840759277,7.926466966878447,-79.0617747761662,12.4,0.0,16,egg,-0.04785951598469679
ZD,2006-06-09,2006-07-03,52.0,18.754987716674805,22.474141943271867,174.7960197830471,12.4,0.0,16,strength,0.17809807179115478
DINO,2006-06-16,2006-07-11,97.0,9.59555435180664,11.732912782219287,188.72376775002658,12.4,0.0,16,strength,0.20141948522143485
ENS,2006-07-11,2006-07-14,111.0,17.218246459960938,15.06046075295802,-264.3142134773241,12.4,0.0,3,stop,-0.1374042052980047
BLKB,2006-07-12,2006-07-18,112.0,17.272558212280273,15.88643433240407,-180.04587454613488,12.4,0.0,4,stop,-0.0924769747175184
KSS,2006-07-11,2006-07-19,63.0,30.150287628173828,27.829847453817592,-170.98773098444303,12.4,0.0,6,stop,-0.0894348983302375
ZD,2006-06-09,2006-07-21,52.0,18.754987716674805,19.46408626257934,18.27312438703575,12.4,0.0,29,sma,0.01861831993068431
GRMN,2006-07-07,2006-07-31,73.0,26.360811233520508,24.922951606424625,-129.76375277799957,12.4,0.0,16,egg,-0.06700114885619485
FDS,2006-07-11,2006-08-02,52.0,36.89143753051758,35.04325286541453,-120.90560258535879,12.4,0.0,16,egg,-0.06262090122320549
WRLD,2006-06-30,2006-08-11,53.0,35.52000045776367,35.349998474121094,-33.81010513305682,12.4,0.0,29,breakeven,-0.017842120519789686
OII,2006-07-10,2006-08-11,103.0,18.638763427734375,17.573563303376698,-134.51561280884084,12.4,0.0,24,sma,-0.06961811700733134
HST,2006-07-25,2006-08-14,169.0,10.959677696228027,10.079201572081084,-173.60046498083352,12.4,0.0,14,stop,-0.09310405027070476
SLG,2006-07-26,2006-08-17,35.0,51.98274612426758,51.064081485606785,-56.95326235312791,12.4,0.0,16,egg,-0.031091485513581357
CXW,2006-07-12,2006-08-17,117.0,8.29432487487793,9.967423786238635,177.1525726292025,12.4,0.0,26,strength,0.18139058026722943
CPB,2006-07-25,2006-08-24,95.0,19.52876853942871,19.549907518548448,-22.79179698362509,12.4,0.0,22,sma,-0.012203573639139502
DINO,2006-06-16,2006-08-30,97.0,9.59555435180664,11.547502033930929,170.73892516605588,12.4,0.0,52,sma,0.18222477658330463
