date,AllPass (v5r),Rocket k=0.50
2011-08-18,97989.78969421469,83602.9299807015
2011-08-19,98039.949972535,83602.9299807015
2011-08-22,98023.22987976157,83602.9299807015
2011-08-23,98258.82918396078,83602.9299807015
2011-08-24,98239.06960144125,83602.9299807015
2011-08-25,98046.03011169516,83602.9299807015
2011-08-26,98096.1892303475,83602.9299807015
2011-08-29,98293.78969421469,83602.9299807015
2011-08-30,98236.03011169516,83602.9299807015
2011-08-31,98114.42964782797,83602.9299807015
2011-09-01,98111.39015808188,83602.9299807015
2011-09-02,97950.26936950766,83602.9299807015
2011-09-06,97884.90932312094,83602.9299807015
2011-09-07,97935.59238903891,83602.9299807015
2011-09-08,97935.59238903891,83602.9299807015
2011-09-09,97935.59238903891,83602.9299807015
2011-09-12,97935.59238903891,83602.9299807015
2011-09-13,97935.59238903891,83602.9299807015
2011-09-14,97935.59238903891,83602.9299807015
2011-09-15,97935.59238903891,83602.9299807015
2011-09-16,97935.59238903891,83602.9299807015
2011-09-19,97935.59238903891,83602.9299807015
2011-09-20,97935.59238903891,83602.9299807015
2011-09-21,97935.59238903891,83602.9299807015
2011-09-22,97935.59238903891,83602.9299807015
2011-09-23,97935.59238903891,83602.9299807015
2011-09-26,97935.59238903891,83602.9299807015
2011-09-27,97935.59238903891,83602.9299807015
2011-09-28,97935.59238903891,83602.9299807015
2011-09-29,97935.59238903891,83602.9299807015
2011-09-30,97935.59238903891,83602.9299807015
2011-10-03,97935.59238903891,83602.9299807015
2011-10-04,97935.59238903891,83602.9299807015
2011-10-05,97935.59238903891,83602.9299807015
2011-10-06,97935.59238903891,83602.9299807015
2011-10-07,97935.59238903891,83602.9299807015
2011-10-10,97935.59238903891,83602.9299807015
2011-10-11,97935.59238903891,83602.9299807015
2011-10-12,97935.59238903891,83602.9299807015
2011-10-13,97935.59238903891,83602.9299807015
2011-10-14,97935.59238903891,83602.9299807015
2011-10-17,97935.59238903891,83602.9299807015
2011-10-18,97935.59238903891,83602.9299807015
2011-10-19,97935.59238903891,83602.9299807015
2011-10-20,97935.59238903891,83602.9299807015
2011-10-21,97935.59238903891,83602.9299807015
2011-10-24,97935.59238903891,83602.9299807015
2011-10-25,97935.59238903891,83602.9299807015
2011-10-26,97935.59238903891,83602.9299807015
2011-10-27,97935.59238903891,83602.9299807015
2011-10-28,97935.59238903891,83602.9299807015
2011-10-31,97896.57940867697,83569.60496039205
2011-11-01,97489.64918330466,83221.93476767355
2011-11-02,97569.06916621482,83289.79475302511
2011-11-03,97852.36907771384,83532.01467795187
2011-11-04,97825.02862361228,83508.55428976828
2011-11-07,97871.12925151145,83547.97482580954
2011-11-08,98113.4196338967,83755.0051526528
2011-11-09,97451.82390542972,83189.75901381498
2011-11-10,97400.8412112807,83146.27911440855
2011-11-11,98309.07573410022,83921.77161852842
2011-11-14,97800.43474098193,83487.43771235472
2011-11-15,98455.28535552966,84046.62428156858
2011-11-16,97357.1896965407,83108.9005868817
2011-11-17,96855.44238161074,82680.6312301541
2011-11-18,96958.6708633803,82768.86986140258
2011-11-21,96397.25999187457,82289.1629999066
2011-11-22,96193.07532159315,82114.8152463799
2011-11-23,96029.93830338941,81975.7031572228
2011-11-25,96001.5203537129,81951.47027376943
2011-11-28,96469.88333550916,82350.85818461233
2011-11-29,96409.89086762891,82299.70071200185
2011-11-30,96838.25833550916,82664.98318461233
2011-12-01,96921.40593186842,82735.8857667809
2011-12-02,96862.46538583265,82685.62530115896
2011-12-05,96742.48045007215,82583.31035593801
2011-12-06,96669.85849610792,82521.38332155996
2011-12-07,96848.78317491041,82673.9580476647
2011-12-08,96579.67421971212,82444.39210745244
2011-12-09,98472.82666931997,84060.07474943547
2011-12-12,97980.45654641042,83638.87645670323
2011-12-13,97324.77480946432,83078.76683279424
2011-12-14,96124.55910263906,82053.97886797338
2011-12-15,96669.94176255117,82519.40295072942
2011-12-16,97563.80012093435,83282.79780432134
2011-12-19,96706.51365433584,82550.89392420201
2011-12-20,98612.82866536031,84177.58110376744
2011-12-21,97141.58183060537,82919.26909777074
2011-12-22,97261.00722414479,83021.07213830571
2011-12-23,97934.35355764852,83595.41411828618
2011-12-27,98268.12337865338,83880.1515265904
2011-12-28,96990.4173459004,82789.99083628278
2011-12-29,97629.47276228986,83335.12032542043
2011-12-30,96739.07877137265,82575.63338440709
2012-01-03,97283.88793065152,83040.24524849706
2012-01-04,96670.17217185101,82516.83381098561
2012-01-05,97262.52083565792,83022.17897576146
2012-01-06,96594.32542635998,82452.4178888207
2012-01-09,96938.34009352764,82745.85792361456
2012-01-10,98179.37222949108,83804.62761412817
2012-01-11,98096.81223069273,83734.35471097188
2012-01-12,98062.08518181882,83704.7784008141
2012-01-13,97744.89809237562,83433.99024382787
2012-01-17,98286.73870764814,83895.84694663243
2012-01-18,98873.66516409956,84396.57552424626
2012-01-19,98787.77531539045,84323.529821312
2012-01-20,98093.16619692884,83730.97610443883
2012-01-23,97132.68349753461,82911.46726864629
2012-01-24,97537.33192645154,83256.4360997086
2012-01-25,98151.83483515821,83780.36098355107
2012-01-26,97466.79207430921,83195.97736996465
2012-01-27,97895.91108264259,83562.22744049081
2012-01-30,97593.4043520861,83303.91257967004
2012-01-31,97271.5430474749,83029.17367620477
2012-02-01,99793.8702073565,85180.94374914178
2012-02-02,100178.75790362267,85509.02784891137
2012-02-03,101201.48094468025,86381.60795707711
2012-02-06,101023.09975819496,86229.60371418008
2012-02-07,101256.6130109301,86428.51079244622
2012-02-08,100892.03683810143,86117.57015008935
2012-02-09,101599.88492112068,86720.99314804086
2012-02-10,101015.39339437202,86222.0820645791
2012-02-13,101589.40035571769,86712.29232258615
2012-02-14,102396.28575315193,87400.2176541787
2012-02-15,101441.01837554459,86585.50696061715
2012-02-16,102509.72911134247,87497.3340198861
2012-02-17,102221.22882476334,87250.59663270577
2012-02-21,101864.07583919053,86945.96907209023
2012-02-22,100778.35148578552,86019.8206336709
2012-02-23,101751.21833244232,86850.0215872384
2012-02-24,101477.62395063309,86616.75497566232
2012-02-27,101830.09716096787,86918.08057819375
2012-02-28,102075.56477847962,87126.94067846307
2012-02-29,100940.88407674698,86158.7129319764
2012-03-01,102078.77122927384,87129.94601250847
2012-03-02,101752.25530434327,86852.00306845864
2012-03-05,102327.80367184358,87342.34953738411
2012-03-06,100405.19063282685,85700.78978968819
2012-03-07,101489.61182598786,86626.32698561104
2012-03-08,102885.72764877991,87818.54626013192
2012-03-09,103400.57033638672,88258.17571092995
2012-03-12,103380.94573836045,88241.79820038231
2012-03-13,104768.31179003433,89426.660527958
2012-03-14,104105.06181435303,88860.10911775978
2012-03-15,104587.8284540625,89273.82838465126
2012-03-16,104069.09177403168,88831.0155117646
2012-03-19,104484.20040611939,89184.84720350655
2012-03-20,104181.87425903992,88926.58621717842
2012-03-21,104842.45235924439,89490.54601408394
2012-03-22,105034.30822663025,89654.37818933876
2012-03-23,105505.26241926865,90056.70463825615
2012-03-26,107032.86074452118,91360.18391729744
2012-03-27,106366.1184225531,90790.01692129525
2012-03-28,105999.93302397446,90477.17944218071
2012-03-29,105709.55077032761,90229.70751644524
2012-03-30,105738.50438599304,90255.56132818612
2012-04-02,107648.2405968161,91886.29879022988
2012-04-03,107987.36646275238,92175.94025160225
2012-04-04,106405.04435667329,90824.73866986856
2012-04-05,106182.45378050141,90634.15745687112
2012-04-09,104819.67649552444,89470.76702161034
2012-04-10,102089.43958991532,87140.79134689721
2012-04-11,103985.97053132919,88760.6168116456
2012-04-12,104989.22998414902,89616.65777386483
2012-04-13,104763.64021144775,89423.52725256738
2012-04-16,104828.7704080191,89479.00956286248
2012-04-17,105810.43814645676,90317.13405789193
2012-04-18,105982.24499975113,90463.35993279275
2012-04-19,105486.5270597258,90040.09256147011
2012-04-20,106239.26295488267,90683.19908784493
2012-04-23,105291.69812242416,89874.32827851876
2012-04-24,104804.50520669846,89458.10483174905
2012-04-25,106585.63883363633,90979.1863670884
2012-04-26,108035.55185090928,92218.69047456369
2012-04-27,109252.3518659697,93257.91446775827
2012-04-30,108325.3110632048,92464.90696924599
2012-05-01,108173.19493619064,92334.86005228432
2012-05-02,109223.84807530502,93232.417317566
2012-05-03,107909.51756802658,92109.68726557167
2012-05-04,106695.3171155272,91072.39330213174
2012-05-07,106374.63855984787,90888.405631569
2012-05-08,106016.93232014755,90617.84203102883
2012-05-09,104770.14492878251,89513.36019321451
2012-05-10,105200.28691046433,89931.71167674265
2012-05-11,105477.57646315293,90250.75498595438
2012-05-14,103899.57093756394,89109.48080935678
2012-05-15,104071.71048491196,89196.4797021409
2012-05-16,104154.26290274339,89273.14340762339
2012-05-17,101090.36073065476,86816.77440432749
2012-05-18,100627.13306841951,86284.96429026804
2012-05-21,101908.26760531525,87623.22787987336
2012-05-22,101634.79019404511,87298.40767037019
2012-05-23,101314.62131548981,87322.50747334107
2012-05-24,102168.87423564057,88767.40793974123
2012-05-25,102004.49280596833,88797.73768694124
2012-05-29,103039.53496028046,89937.44144338426
2012-05-30,102060.99565095048,89243.17141948518
2012-05-31,102720.02183693986,90209.41273151216
2012-06-01,99766.22315610033,86984.10937293824
2012-06-04,99358.81726825243,85437.63834911928
2012-06-05,99842.17902730088,86266.6791255246
2012-06-06,101027.60954955583,87306.56754671677
2012-06-07,100472.71144065386,86321.61497358902
2012-06-08,101432.41933497912,87550.68766646011
2012-06-11,100177.67169818407,85868.43069891556
2012-06-12,101127.74444893937,86742.37240648088
2012-06-13,100031.66567544083,85929.67090844926
2012-06-14,101286.43331650834,87624.51353978929
2012-06-15,101620.28478936295,87817.73381852922
2012-06-18,103122.9694397841,89343.0364680272
2012-06-19,104206.31287602524,90269.83717107591
2012-06-20,104418.35371903519,90521.16834675607
2012-06-21,101765.38227585892,88402.95761409386
2012-06-22,103027.37809399705,89287.65137591942
2012-06-25,101253.40318421464,87732.78837791069
2012-06-26,101972.43077878098,88318.18914428337
2012-06-27,101750.93255070786,88333.91799560173
2012-06-28,101133.53841836075,87940.65051134881
2012-06-29,103290.341884944,89600.63143300255
2012-07-02,103732.04395136551,89407.99567078789
2012-07-03,103946.70955023484,89600.72645329674
2012-07-05,103860.23748907761,90157.09395550926
2012-07-06,103485.6014092894,89792.2606120034
2012-07-09,103070.44298014359,88824.88860272606
2012-07-10,100807.80661711411,86955.23149918755
2012-07-11,101021.77528095155,86682.72354862985
2012-07-12,100855.78042888551,86651.16406605538
2012-07-13,102151.55602168947,87777.86451344308
2012-07-16,101863.17315196901,87178.57468323526
2012-07-17,102788.75574016481,87948.40331368265
2012-07-18,102605.34495258241,87557.29312424478
2012-07-19,101484.65454387575,86602.88947586832
2012-07-20,100353.7597360602,85582.56947426614
2012-07-23,98930.94647884279,84159.51954188355
2012-07-24,98424.73714880663,83339.94035313615
2012-07-25,98749.6502023192,83605.27189721879
2012-07-26,100228.02612738329,84968.11178526505
2012-07-27,102210.80780272203,86778.1253922902
2012-07-30,101776.43519262987,86454.24389967545
2012-07-31,101071.7437745543,85565.4799714528
2012-08-01,99657.73467650132,84968.24981550798
2012-08-02,99621.52735045916,84564.46754177293
2012-08-03,100662.4694757796,85832.64394863328
2012-08-06,100717.3557596541,85791.88497646531
2012-08-07,100904.62452594285,86107.87817867479
2012-08-08,101201.66634796435,86549.10555339536
2012-08-09,102060.03898826025,86962.74224353513
2012-08-10,101635.13429465673,86824.34958911619
2012-08-13,101660.95651927374,86736.06717181882
2012-08-14,102036.34354319952,86756.43034816465
2012-08-15,101922.63130870245,86854.16224742612
2012-08-16,103489.5664598026,87729.62033153257
2012-08-17,104004.8637324848,87798.39656680783
2012-08-20,103593.5661851444,87465.63637584409
2012-08-21,102980.40217509649,87004.13011783322
2012-08-22,103665.76053157232,87349.87359279355
2012-08-23,102732.43028846166,87089.19283527097
2012-08-24,102947.08512633703,87469.49664920529
2012-08-27,102570.97099059484,87377.42266696652
2012-08-28,103066.69620936773,87867.10703891476
2012-08-29,103602.44777053258,88201.7866062518
2012-08-30,102833.75027221105,87632.77253955563
2012-08-31,104044.37467902563,88425.88495486935
2012-09-04,104462.32751331518,88695.04831248197
2012-09-05,104502.62660560796,88602.42667132292
2012-09-06,106862.33622900197,91060.3058272582
2012-09-07,106786.7356382961,91053.38064586934
2012-09-10,105633.49722162435,90374.83182155904
2012-09-11,105438.93710771749,90524.94642460164
2012-09-12,105918.73850218007,91264.44801437673
2012-09-13,107485.8132845516,92475.18626987752
2012-09-14,108199.5034243221,93279.80175220784
2012-09-17,107063.76747194478,92188.09634792623
2012-09-18,106615.90379968831,91657.62837993917
2012-09-19,107539.74996439168,92426.20943653402
2012-09-20,105699.72210184285,90972.9705506545
2012-09-21,106872.57107050893,91663.64475013265
2012-09-24,105983.77034075734,91113.34087134847
2012-09-25,104495.08004076955,90887.68119765767
2012-09-26,102681.78231891058,89653.02116388998
2012-09-27,104330.31775147817,90795.37301821432
2012-09-28,104653.28816563985,90520.71258635244
2012-10-01,105126.76649529836,90535.31486124716
2012-10-02,104129.88279206655,90315.39076609335
2012-10-03,126784.71707875631,91768.49559874258
2012-10-04,122456.86145932577,92401.11866469106
2012-10-05,120011.81727940938,92929.711803897
2012-10-08,117854.88890159414,92214.93646667775
2012-10-09,115183.22369849966,91319.21174095449
2012-10-10,114204.79507931707,91624.8672327834
2012-10-11,113093.06025609015,91113.33539150533
2012-10-12,110042.93616398047,90787.81336737356
2012-10-15,111062.9138698139,91954.9316568099
2012-10-16,112127.94172854803,92310.2857408248
2012-10-17,113604.42067523382,93710.88057610617
2012-10-18,112817.85080333136,93672.46316620932
2012-10-19,111471.29094507406,92834.73016259298
2012-10-22,110740.62097933004,92394.63531586752
2012-10-23,109052.7433738918,90666.49501893148
2012-10-24,109610.33215591237,90945.5941130248
2012-10-25,108237.18300887868,90513.77524248036
2012-10-26,107853.29508785818,90587.0352101775
2012-10-31,107617.64133457754,90512.32452444753
2012-11-01,109780.45579671666,91612.752441928
2012-11-02,108471.2552733402,90613.27477036581
2012-11-05,109344.26986837194,91025.65410958395
2012-11-06,110125.55543470189,92395.46939812765
2012-11-07,108208.82085752294,90574.39847092732
2012-11-08,107138.83248281285,89566.6488639327
2012-11-09,106905.32506322667,89685.19842257223
2012-11-12,107637.76862668798,89611.61594118795
2012-11-13,106906.41313456152,89008.67419932089
2012-11-14,105021.43032592199,87560.94179764853
2012-11-15,104793.49031121633,87452.04730685719
2012-11-16,105156.68534333608,87852.72542651661
2012-11-19,105580.45255021474,88671.05615915213
2012-11-20,105818.2407995281,88749.55450474843
2012-11-21,106442.36492376516,88709.288061061
2012-11-23,107815.4279826183,89457.49927035818
2012-11-26,107746.6883051891,89424.9882859374
2012-11-27,106832.7596095104,89306.99874297628
2012-11-28,107358.92239217946,89223.00084487448
2012-11-29,107559.36227255056,89553.92718020926
2012-11-30,107653.70236997792,89426.06517783651
2012-12-03,107041.06058936879,88644.70904227743
2012-12-04,106481.37862640187,88343.84055301199
2012-12-05,105552.77138381764,87740.7606675292
2012-12-06,105216.96906905934,88149.61868640433
2012-12-07,105224.51800590321,88344.49569961081
2012-12-10,105285.56224506948,88813.29152270804
2012-12-11,105357.30138844106,89363.70089122305
2012-12-12,106372.21633785818,89817.13125964651
2012-12-13,105840.71475580023,89677.87840064154
2012-12-14,105584.54420797918,89772.68876155005
2012-12-17,106488.66713469122,90672.61615737066
2012-12-18,107298.8240389118,91717.01985533819
2012-12-19,106749.04121153448,91761.61645205603
2012-12-20,106884.32039396856,91961.09418852911
2012-12-21,106208.47487776373,91606.3336771308
2012-12-24,105892.24683706854,91353.7282303153
2012-12-26,104700.31968824957,90542.0427578269
2012-12-27,105140.70354597662,90972.00146182165
2012-12-28,104661.24647276495,90113.3802660285
2012-12-31,106988.24367659185,92088.64038355932
2013-01-02,111377.4141535053,94912.6219299613
2013-01-03,111016.55812833975,94277.87746508703
2013-01-04,111082.96808431814,95518.55219729528
2013-01-07,109874.96895979116,95385.98956378088
2013-01-08,110193.78793017386,95829.01202471838
2013-01-09,110410.66766802786,96368.80896737966
2013-01-10,111136.78820101736,96521.35396364126
2013-01-11,110928.52726618765,96436.40739610586
2013-01-14,111062.858593626,96579.29456785116
2013-01-15,112179.92800967215,96599.50876596365
2013-01-16,111591.91744677542,95919.45592019949
2013-01-17,112373.13831202505,97479.9087848464
2013-01-18,112401.42014758108,97867.81299302969
2013-01-22,113213.56840006827,98309.92022703085
2013-01-23,113513.33866755484,98749.5498218337
2013-01-24,114670.61868731497,99273.51187131795
2013-01-25,114942.05837504385,99816.48741052541
2013-01-28,115743.417395277,99388.11736772451
2013-01-29,116384.14843813895,99391.72074125204
2013-01-30,115422.59840456961,98238.48893068227
2013-01-31,115742.38722674368,98336.90947816762
2013-02-01,117170.8118438587,98741.88832956228
2013-02-04,116180.19329426764,98081.70226674947
2013-02-05,117539.215114336,99544.82378583822
2013-02-06,117803.73885319708,99875.04187386618
2013-02-07,118183.96343396185,100380.13929360495
2013-02-08,118906.08678123662,100917.06391041861
2013-02-11,119059.93676731297,101015.5815448104
2013-02-12,118993.33589145848,100623.70657246695
2013-02-13,119322.94533273885,101171.35961430655
2013-02-14,119726.34026739308,100834.30531399832
2013-02-15,118992.6252822132,101242.771944934
2013-02-19,119924.33969585608,100738.92358487235
2013-02-20,116934.96996681402,98270.49898831472
2013-02-21,113998.49881498526,96957.53060829648
2013-02-22,114668.62970355793,98539.07764731321
2013-02-25,111617.51581195637,96265.28894148741
2013-02-26,113050.56500377844,97287.79305373106
2013-02-27,115269.03796949575,99117.18875990782
2013-02-28,115471.19271507452,99331.6488925067
2013-03-01,117051.85925998876,100251.56774245176
2013-03-04,118830.99296566579,102437.66160564146
2013-03-05,119660.59472759053,103125.23274020872
2013-03-06,119793.08732040212,103321.25946216307
2013-03-07,119473.11895282552,102910.56475619994
2013-03-08,119539.47842285344,102970.47522872649
2013-03-11,119158.08641597936,102381.5594686862
2013-03-12,119487.73362514684,103139.24302047453
2013-03-13,118075.87604448506,101699.8160002719
2013-03-14,119180.3484933109,102306.59447889433
2013-03-15,119201.80105713461,102390.28273226271
2013-03-18,118527.46217989919,101880.95065724287
2013-03-19,119141.76324615665,101368.79056304274
2013-03-20,120202.0001278896,102519.99427550612
2013-03-21,122241.93234787174,101579.13916533766
2013-03-22,121982.01673036763,101420.80172293959
2013-03-25,122562.1344256992,100862.4041876155
2013-03-26,122310.44780784794,101453.21298392591
2013-03-27,122028.54187732884,101146.1045969325
2013-03-28,121980.2900314922,100796.97019942579
2013-04-01,120864.9519587154,100376.09340842543
2013-04-02,120266.58986145207,100350.03588660536
2013-04-03,118033.23210388371,98217.51761039076
2013-04-04,118173.62380978963,98489.9035090686
2013-04-05,118366.32222888371,98709.4835385562
2013-04-08,120445.99264047047,100340.62667648803
2013-04-09,120423.79422948262,101081.88109831724
2013-04-10,122364.44541995808,102241.4205747119
2013-04-11,127491.29967846867,101887.02542066679
2013-04-12,126662.91193070408,101455.55110120878
2013-04-15,123044.82012333866,98358.52110338316
2013-04-16,125117.95122674748,100337.766266183
2013-04-17,122884.6635709171,98953.96884186659
2013-04-18,121720.91624692723,97997.91900002395
2013-04-19,124396.24484494969,99678.83390461837
2013-04-22,125486.28917363926,99764.85487973128
2013-04-23,127601.4621501331,101361.51493679915
2013-04-24,126671.61149839207,100937.4702581111
2013-04-25,127649.39080575749,101969.10962902938
2013-04-26,128615.06495447714,102122.96453797256
2013-04-29,128416.10612555106,102898.15081059371
2013-04-30,128646.98293943961,103788.34502350722
2013-05-01,125958.4839608248,102058.16277577315
2013-05-02,127619.19327723105,103871.85053707991
2013-05-03,129507.67889187034,104979.91935898695
2013-05-06,131521.01282856162,106222.94521309767
2013-05-07,132697.6576399687,106982.43067603407
2013-05-08,132283.54197739394,106913.84109549818
2013-05-09,132210.4489455107,106506.39621119795
2013-05-10,133845.87655781538,107198.06709056196
2013-05-13,135038.26178120406,107842.37532763777
2013-05-14,136813.72769783766,109133.89033084211
2013-05-15,137384.18517445357,109584.18112998304
2013-05-16,135955.70300244124,108166.6127687007
2013-05-17,137395.45810364516,109067.58676677046
2013-05-20,137409.85517166884,108638.61647277174
2013-05-21,137565.5676331404,109052.70636473951
2013-05-22,135944.33544682295,108252.82120810804
2013-05-23,136000.28853754408,108375.80327442274
2013-05-24,136573.5525060118,108322.7488892375
2013-05-28,138686.78541199476,108997.76511505232
2013-05-29,135906.2881361998,107506.5707352458
2013-05-30,136558.91326780684,107676.66766773711
2013-05-31,133988.89210863478,106911.66741692077
2013-06-03,134327.50661728554,106790.15443099389
2013-06-04,133156.52795574837,106014.14425910363
2013-06-05,132022.1904542225,104153.14483321557
2013-06-06,135174.4145073383,105144.78388739571
2013-06-07,136837.9653076618,106696.49561800179
2013-06-10,140033.3739728077,107690.61606802163
2013-06-11,138297.69417182045,106165.40520300088
2013-06-12,135845.90532389717,104967.26695017036
2013-06-13,138158.79496089058,106488.61216422066
2013-06-14,137185.24535361366,105245.95186301216
2013-06-17,137414.27444258766,106245.93192072853
2013-06-18,137948.38611212806,107310.32223769173
2013-06-19,136419.2544898136,106003.70260687813
2013-06-20,132096.9654978855,102537.86159869179
2013-06-21,132514.402997525,102332.87599514374
2013-06-24,128342.28017571715,100650.34673260101
2013-06-25,128621.38929849223,101321.97399708923
2013-06-26,130631.67768769816,102163.05437371429
2013-06-27,132885.45923286036,103653.86638829406
2013-06-28,132097.85123131922,103149.50464825805
2013-07-01,134563.32620833567,104993.04425625976
2013-07-02,133134.29989360026,105089.52654843505
2013-07-03,133429.14429686716,105137.09132104095
2013-07-05,135405.1958973234,106587.01471715148
2013-07-08,136329.71159384897,106804.21236806091
2013-07-09,136745.0913512533,107649.04869275268
2013-07-10,135792.91634677103,108019.3794088858
2013-07-11,137700.07680724314,109684.25937848266
2013-07-12,138142.63722489527,110323.08502774414
2013-07-15,139252.09121297052,110716.9085941809
2013-07-16,136639.23122142008,109771.35957246002
2013-07-17,136015.2680589979,109651.81526475128
2013-07-18,137527.71504945355,110310.81834893402
2013-07-19,136631.8973528822,109946.11077695068
2013-07-22,137526.6321193655,110208.5191574591
2013-07-23,136329.60854549007,110221.4341568373
2013-07-24,135369.12337101152,110273.17616218551
2013-07-25,136871.75381792238,110755.70160049423
2013-07-26,136561.50163067033,110241.86521953567
2013-07-29,136617.81191814592,109305.93219894393
2013-07-30,137096.03076363925,110008.00324711975
2013-07-31,138356.84911776904,110325.85022339996
2013-08-01,140504.37679740504,111815.99491105255
2013-08-02,141163.1694256933,112156.67913306411
2013-08-05,142276.91826602534,111935.50350917038
2013-08-06,139892.42808410243,110892.31090415176
2013-08-07,138688.0477155525,110247.66422275527
2013-08-08,136135.61813677137,110779.42323879225
2013-08-09,136922.00517330854,110491.13535598738
2013-08-12,136431.9382968971,110100.3791952513
2013-08-13,137068.42480240553,110376.41199024185
2013-08-14,136788.1938301532,109614.36189220412
2013-08-15,134788.71754421876,106729.68743942244
2013-08-16,135133.22551026032,106610.5011946047
2013-08-19,134250.1699291675,105133.9567333544
2013-08-20,137459.64797177003,106057.54927299674
2013-08-21,136781.13370142243,105223.09230468924
2013-08-22,140092.897819617,105537.38529202253
2013-08-23,140102.1306902263,105910.32900044233
2013-08-26,140221.6530882213,105873.88943287641
2013-08-27,136628.7155882213,103608.06121250898
2013-08-28,137452.8607367656,103940.85426666243
2013-08-29,138858.39804316973,104907.32197715742
2013-08-30,137176.98939086412,104127.15941001875
2013-09-03,139213.07585894273,105226.48473598463
2013-09-04,139794.48049723313,106422.6914932231
2013-09-05,140964.87428557084,106989.94182796279
2013-09-06,140274.08836786912,107305.8657075862
2013-09-09,143009.52303736375,108187.93515033522
2013-09-10,145317.8092798488,109890.31385644904
2013-09-11,145790.53713362382,110432.55106119147
2013-09-12,144473.89616911576,110049.80105070105
2013-09-13,146115.9755033748,110846.20805696478
2013-09-16,146663.3675722377,112474.55637983313
2013-09-17,147880.79938643143,113266.60601285925
2013-09-18,147637.69479315446,113396.27965673819
2013-09-19,147933.88798659013,112613.79537901297
2013-09-20,147581.7430470073,112127.34157905569
2013-09-23,147436.20946507523,112053.45081863394
2013-09-24,147744.85416131088,112541.05239925375
2013-09-25,147385.9989443309,113477.645805931
2013-09-26,150183.2792305858,114646.58026016226
2013-09-27,149437.06374215195,114068.2762097167
2013-09-30,150420.0562844188,114250.74720085134
2013-10-01,152753.94273677323,116242.31760589972
2013-10-02,153007.24004664872,116470.66315723791
2013-10-03,151612.04398265335,116469.55892063513
2013-10-04,153160.9295302913,118030.42312653724
2013-10-07,149794.7299996898,116496.70403416816
2013-10-08,141774.26224066422,113344.95476086799
2013-10-09,138026.10014260744,112724.69437593452
2013-10-10,141925.80843332168,115898.24430976859
2013-10-11,142323.22326639053,116676.35435424796
2013-10-14,144822.6798608577,117874.01412902823
2013-10-15,144780.91098169205,117220.04316459647
2013-10-16,148725.09183648942,119407.6131604766
2013-10-17,149456.9419141185,120108.9519609069
2013-10-18,149477.2830090892,120448.04402671805
2013-10-21,148448.93058351395,119771.12265716544
2013-10-22,149849.8842006099,121528.26297317496
2013-10-23,148428.30560258744,120596.34079490653
2013-10-24,147247.49454358933,120479.44299064628
2013-10-25,146596.7541681869,120071.43339668265
2013-10-28,145573.2775285842,118923.86756798544
2013-10-29,145823.2557218673,120171.32839676656
2013-10-30,143614.79016946862,116425.21067044821
2013-10-31,142809.51478838036,117690.2346133956
2013-11-01,142632.36156677696,117789.84688751974
2013-11-04,144963.7397997329,119071.13840096274
2013-11-05,142932.4354317138,118930.86721794882
2013-11-06,138682.53043380045,116724.42373268881
2013-11-07,138244.73706456827,114330.95943825522
2013-11-08,142481.71920919107,118327.98923093788
2013-11-11,143234.81923012613,119055.02517600432
2013-11-12,142549.55829815744,118511.04188151732
2013-11-13,145077.62931828378,120661.6998152484
2013-11-14,144655.51040558695,120409.23575827971
2013-11-15,145521.21827320932,121062.85970160857
2013-11-18,142533.0939675796,119567.3123114337
2013-11-19,139798.47583975672,119204.01064135924
2013-11-20,139660.54339419244,118873.07535388366
2013-11-21,142750.251741513,121274.57041480437
2013-11-22,143859.04588137506,122349.16074588195
2013-11-25,144035.44239626764,122012.4869530429
2013-11-26,145064.46215830682,123063.84711768523
2013-11-27,145837.8245947921,123571.78067233459
2013-11-29,145195.14552869866,123147.75405337707
2013-12-02,144835.29653635094,122366.01365210906
2013-12-03,143779.15345636438,119868.6866063594
2013-12-04,142645.16934303733,119532.05742232315
2013-12-05,142937.02896885367,119270.86824099533
2013-12-06,144847.47893146964,120830.22941962996
2013-12-09,143793.90577702018,120374.69974084084
2013-12-10,143889.6253462264,120747.67489930335
2013-12-11,141123.11838168022,118601.79731770698
2013-12-12,142086.93669241783,120072.91245576087
2013-12-13,140928.35264730523,120003.60673123543
2013-12-16,143401.95576473686,121049.91363888924
2013-12-17,142211.4591827056,120226.99314862434
2013-12-18,145912.69584957574,122651.55382424538
2013-12-19,144882.97129912255,122434.642512638
2013-12-20,145655.98158831475,123263.40917332831
2013-12-23,148892.0356913192,123675.94027932349
2013-12-24,149492.4172821624,124206.12053616706
2013-12-26,150491.84266954492,124453.3057511634
2013-12-27,149752.92943388055,123679.94103044883
2013-12-30,149355.1395598037,123955.35076242819
2013-12-31,149864.32858091424,124457.684100212
2014-01-02,148880.52997213433,124028.13176161185
2014-01-03,148625.9478827102,124775.45135599509
2014-01-06,147157.68341070245,123790.18694597617
2014-01-07,148574.60815721581,125206.86128874199
2014-01-08,148720.02089696954,128046.50034400931
2014-01-09,148726.81684690545,129146.77985450736
2014-01-10,149732.67679029534,130572.77407569878
2014-01-13,145890.83457094262,127480.61784095757
2014-01-14,147457.78871181558,129491.45488551131
2014-01-15,148259.58936884187,129872.94445112412
2014-01-16,147319.1412559497,128969.49479177658
2014-01-17,145488.8109176242,128087.28348023788
