ticker,period,ret,lower_low,lower_high,rim_gap,run_into_base,days_to_earn,exit_reason,sma_dip,sma_vol
ARLO,test,-0.0352620857001929,False,True,-0.04602269593102937,1.0927468134123126,87.0,sma,-0.0015157542961197201,1.1656789233708884
CNP,test,-0.0133573777912588,True,True,-0.027955055898081893,0.5558454453594202,91.0,sma,-0.0018595579274439666,0.7722528265679096
WOR,test,0.0268541429473727,False,True,-0.00342571398770275,0.6143282697534398,90.0,sma,-0.011877466586174168,1.0309233900175916
RUN,test,-0.0048062618138026,False,True,-0.031353118000880476,2.2091792458245814,36.0,sma,-0.07054730261591335,2.6647463973121908
IVZ,test,-0.0652270820587437,False,True,-0.021964256834505536,1.0345317593258616,91.0,sma,-0.021688384023960672,0.6693665006732318
IBP,test,-0.0475780502307709,False,True,-0.04992806939312866,0.8188007725738691,93.0,sma,-0.008386270726618461,0.5244993979119338
CRS,test,-0.0256284003745573,True,True,-0.02802944585482392,1.2015725075328354,45.0,sma,-0.003640004108746542,0.6138848913306092
FSLR,test,-0.0695433028138585,False,True,-0.01643904911988714,1.3042866005760896,64.0,stop,,
CUBI,test,0.0416320303650907,False,False,-0.03203092206335989,0.6942690129865681,50.0,sma,-0.02974700937814223,1.0066823097327076
KRYS,test,-0.0951012335162925,True,True,-0.03309013771955194,1.3664882557667917,76.0,stop,,
CMI,test,0.297953964469871,True,True,-0.0352942778413019,0.6607787046788272,8.0,sma,-0.006503315105401364,1.136287217767018
APG,test,0.1123261156707471,True,True,-0.026967516183858287,0.7310256898776575,117.0,sma,-0.007807423013845072,1.1915350721147266
CRUS,test,-0.0218197999839294,False,True,-0.0639211732801086,0.7436393384310918,13.0,sma,-0.010020569568284232,0.9323654050687015
NPK,test,-0.1051902659130779,False,True,-0.027705730480458213,0.8210444789110647,,stop,,
DOCN,test,0.9599267339382722,False,False,-0.002468750616301252,1.67521372271404,50.0,sma,-0.038606231089004184,4.121062537921841
MTX,test,-0.070333446312493,False,True,-0.0522692874395031,0.5632398685950695,42.0,sma,-0.031805157843618814,1.4259095893347404
CGNX,test,-0.0418740803530534,False,True,-0.010683510301672805,1.3235626625791177,37.0,sma,-0.00893775278956288,0.5400378376402873
MAC,test,0.062850191280382,False,True,-0.003139012487595294,0.6417593639880184,82.0,sma,-0.04875402586399147,3.9511071030426073
CENTA,test,-0.0783246043722323,False,True,-0.013657078983912885,0.505138950381782,,sma,-0.0034176432542328827,0.6536371425994408
