,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.03160107577770832,-0.0026758880905392024,-0.03267027236797049,8.0,0.125,0.005234958135226675,-0.046539037655853606,-0.04006728818196857,-3.105509752674217,0.004417889055592304,0.0003575259206292456,8.0,0.001449058193916608,0.065
test,-0.03480819160527815,-0.004634371046686958,-0.044144941106341706,9.0,0.2222222222222222,0.03424308665623177,-0.060201716277481054,-0.03921398229221154,-2.578974836768365,0.00988292318646841,0.0005966982695750182,9.0,-0.005736932677931406,0.145
