,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,0.8594730664086712,0.0531225001990141,-0.27992562458962045,889.0,0.43532058492688414,0.15798434354532503,-0.05621455946138056,0.03703063228619544,7.979550638150716,0.7462540408205284,0.5129832660126947,843.0,0.6056156919700981,0.74
test,0.9428073155712575,0.09098055327802879,-0.28712838540117225,717.0,0.4211994421199442,0.17906772030640844,-0.06252088145236963,0.039236102830965056,6.793575081433283,0.7815635887649767,0.5805668016194332,656.0,0.5895754357817261,0.8
