,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.12348740252775259,-0.01093797201672353,-0.15199240751187493,113.0,0.2920353982300885,0.08428358856494315,-0.0507230113964964,-0.011296305213067149,-1.5788122331280972,0.10277097946024107,0.0057244174265450865,113.0,0.04409815830800845,0.035
test,-0.07912247974450759,-0.010749257720188421,-0.17530329105247755,83.0,0.1927710843373494,0.19166788183566186,-0.056572906197016055,-0.008719260311198629,-0.5648800713660301,0.109301972614319,0.006181574439562076,81.0,0.02956393472673069,0.16
