,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,0.4433946343961317,0.0310973785615285,-0.4121246992751837,858.0,0.40675990675990675,0.13107612296279136,-0.055089416567484735,0.0206352609337581,4.692361977333172,0.6491724741834499,0.29383561643835615,810.0,0.32176874867264016,0.625
test,0.5285362431270697,0.05720941778624011,-0.3122832325972318,683.0,0.3821376281112738,0.15980522756559679,-0.0576536079143097,0.025445595687821468,4.278834148754198,0.6970875083103721,0.46941580756013745,610.0,0.468296192430393,0.54
