,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.09282929744822366,-0.008096518540004038,-0.14237244352813394,91.0,0.3076923076923077,0.0796274795124373,-0.05018627680875926,-0.010243582556083392,-1.280630731452467,0.08437938370640567,0.0045018304145641634,91.0,0.033141021373053636,0.085
test,-0.03445097700288435,-0.004586079006218435,-0.14055823675383983,67.0,0.1791044776119403,0.22172929735189864,-0.0531969969019816,-0.003956466587853787,-0.21508826919949559,0.08905365929107484,0.004864943363345919,66.0,0.029506337613834144,0.23
