,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.017253330976736425,-0.0014511923055536835,-0.01803986099773558,5.0,0.2,0.005234958135226675,-0.04465829485983591,-0.03467964426082339,-3.0275171324965457,0.0028225981980432918,0.00022300521832210873,5.0,0.007674905598570314,0.125
test,-0.017231814144844426,-0.002276419827820564,-0.031184888484555806,5.0,0.0,,-0.03494090813565953,-0.03494090813565953,-3.052328176151901,0.004512780768418612,0.00032935906725512155,5.0,-0.004761692800779704,0.23
