,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.2760467907088562,0.07103711984098737,-0.23052044052520715,830.0,0.463855421686747,0.15329185884947202,-0.05104399449583825,0.043738298923371936,8.97246309412438,0.7339600665909026,0.5407166123778502,813.0,0.6171824404245498,0.93
test,1.7345290734571708,0.14098823458194842,-0.26254115498714337,622.0,0.4565916398713826,0.20421186621453472,-0.05563698106589064,0.06300783023256723,7.418809073286053,0.7631034261743629,0.6432264736297828,613.0,0.5868671968017162,0.99
