,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.0709602906461138,0.06263115612416437,-0.24968783317801646,824.0,0.4405339805825243,0.17116115178022828,-0.05311974660145264,0.04568361033125389,7.828982841138967,0.728148413280633,0.5467816854678168,812.0,0.5583550429366512,0.84
test,1.4666327855918198,0.12566759306592057,-0.2305554832447252,638.0,0.4592476489028213,0.20139273974041322,-0.05862409740667277,0.06078802372827424,7.432786926624658,0.7639987598001576,0.7003293084522503,616.0,0.5957932602347004,0.98
