,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.0711370496492862,0.0626387239116577,-0.27493899039447434,872.0,0.44495412844036697,0.15760030608544448,-0.05552660127166946,0.03930509603860601,8.336310958346642,0.7412093258243245,0.5096434833430742,819.0,0.6662545909603734,0.815
test,1.4045198413335327,0.12190977870551878,-0.25145838047687796,699.0,0.4248927038626609,0.18131699316323754,-0.062047573476257264,0.041356255267562425,7.068363529869997,0.782687924015855,0.5431235431235432,633.5,0.5047108828974254,0.965
