ticker,start,year,n_evals,len_d,runup126,peak_lag,peak_after_flag_end,tc_err,post_peak_dd,crash
ACIW,2021-02-26,2021,1,0,0.27618408624829605,10,True,45.855263157895024,-0.2745145870222101,False
ACIW,2024-09-11,2024,5,20,0.4605589336949951,41,True,31.5,-0.2628378576480007,False
ACLS,2017-07-10,2017,2,5,0.5882759094238281,97,True,-18.25,-0.4649194701080518,True
ACLS,2017-10-03,2017,6,25,0.5108108520507812,37,True,119.11842105263167,-0.4649194701080518,True
ACM,2013-04-04,2013,1,0,0.42485838538885523,85,True,-10.0,-0.21960218820006538,False
ACM,2021-05-04,2021,2,5,0.4955393942658566,121,True,-46.756578947368325,-0.1133133408769168,False
ACN,2005-12-14,2005,11,65,0.25223740272891293,49,False,4.092105263157919,-0.21736494651692106,False
ACN,2007-01-12,2007,2,5,0.3690406550834231,120,True,-96.6776315789474,-0.2294070361338295,False
ACN,2017-11-14,2017,2,5,0.21524433190011694,69,True,-51.368421052631675,-0.10556025159020399,False
ACN,2017-12-28,2017,5,20,0.2607313967506506,135,True,5.0,-0.19750288337522326,False
ADAM,2009-07-29,2009,2,10,1.5758229966541268,48,True,30.914473684210407,-0.26889055779393256,False
ADAM,2009-10-01,2009,1,0,1.3466513480172537,119,True,-48.34210526315792,-0.249212603232155,False
ADBE,2013-05-08,2013,1,0,0.3235980570446504,118,True,-55.5,-0.01918466949071085,False
ADBE,2013-09-23,2013,1,0,0.21911031279887894,108,True,33.05263157894751,-0.16147021448070464,False
ADBE,2013-10-28,2013,4,15,0.19631761567552797,83,True,68.44736842105249,-0.16147021448070464,False
ADBE,2014-01-16,2014,3,35,0.27889609513201385,116,True,-26.131578947368325,-0.17248876823907,False
ADBE,2014-06-25,2014,1,0,0.21809317226292424,119,True,51.78947368421041,-0.07932121869998598,False
ADBE,2017-05-25,2017,1,0,0.35776073896571337,116,True,-79.42105263157873,-0.08975336570458203,False
ADBE,2017-10-24,2017,10,55,0.29211544925179767,160,True,-52.96052631578914,-0.20511430139282416,False
ADBE,2018-03-06,2018,5,20,0.36727716912753094,134,True,-119.0,-0.253121694132746,False
ADBE,2018-05-09,2018,4,15,0.32599558322205024,100,True,-23.421052631578732,-0.25529053346886366,False
ADBE,2018-07-20,2018,2,5,0.3157922350513094,50,True,-3.8157894736841627,-0.25529053346886366,False
ADBE,2018-10-01,2018,1,0,0.275830128184291,0,False,104.07894736842127,-0.25529053346886366,False
ADC,2009-11-27,2009,1,0,0.3849139987451524,106,True,-32.51315789473688,-0.18917899038000818,False
ADC,2016-07-05,2016,7,35,0.5130955519140521,19,False,25.210526315789593,-0.15651143084874242,False
ADEA,2013-06-20,2013,5,20,0.36504727692402295,17,False,61.75,-0.1837598694977135,False
ADEA,2016-12-08,2016,2,5,0.3363405862581901,33,True,-11.782894736842081,-0.49147629355469447,True
ADI,2011-01-24,2011,1,0,0.27866323231446666,80,True,-39.473684210526244,-0.28714327758274094,False
ADM,2006-03-28,2006,9,40,0.5308496988283895,31,False,37.48684210526318,-0.3164439725590181,True
ADM,2021-02-19,2021,7,50,0.2918934569504714,73,True,15.289473684210861,-0.1651883764366523,False
ADM,2022-02-23,2022,9,50,0.27595982290115284,39,False,85.4736842105267,-0.2666413390001221,False
ADMA,2022-08-26,2022,2,5,0.6875000046566129,87,True,-17.7236842105267,-0.2242268294631281,False
ADMA,2022-12-28,2022,6,25,0.8775510179256709,93,True,-0.7631578947366506,-0.27014216188712725,False
ADMA,2024-05-21,2024,14,85,1.4181360988126697,119,True,-47.881578947368325,-0.31741825784536226,True
ADP,2011-04-27,2011,1,0,0.2467355278044585,49,True,0.276315789473756,-0.18556880273743925,False
ADP,2014-11-07,2014,10,50,0.2327502165202413,76,True,94.625,-0.17516267020550502,False
ADP,2022-01-03,2022,1,0,0.22427580937259006,1,True,114.26315789473665,-0.19930645617527376,False
ADSK,2011-01-31,2011,1,0,0.32335720911087207,71,True,61.03947368421041,-0.4909763210908292,True
ADSK,2014-02-24,2014,1,0,0.5076113924827133,101,True,-58.56578947368416,-0.1302301454187056,False
