date,cash_fraction
2007-01-03,1.0
2007-01-04,0.9000507525910013
2007-01-05,0.9015930420550465
2007-01-08,0.5031108223234042
2007-01-09,0.2040090691155878
2007-01-10,0.20385765272626666
2007-01-11,0.1925701054613418
2007-01-12,0.19245841362183846
2007-01-16,0.09236764065331338
2007-01-17,0.09259982091413255
2007-01-18,0.09418355153245128
2007-01-19,0.09384538390954023
2007-01-22,0.08900875811785458
2007-01-23,0.0886217818975128
2007-01-24,0.08833610464824082
2007-01-25,0.08872788119281494
2007-01-26,0.08845647216418517
2007-01-29,0.08221008482773318
2007-01-30,0.08220855797258708
2007-01-31,0.08173897161009958
2007-02-01,0.07817417277644034
2007-02-02,0.07801450570480672
2007-02-05,0.07814799807343564
2007-02-06,0.07735249113032139
2007-02-07,0.07694448030632062
2007-02-08,0.07689032274877805
2007-02-09,0.07761418082739735
2007-02-12,0.07787224434006312
2007-02-13,0.07713606966599473
2007-02-14,0.07695495701256205
2007-02-15,0.07676733014170622
2007-02-16,0.07688425070082772
2007-02-20,0.07570866243589669
2007-02-21,0.0762744643076031
2007-02-22,0.17011060239189046
2007-02-23,0.07018550866701945
2007-02-26,0.06756753787052672
2007-02-27,0.06958169914007029
2007-02-28,0.2703590729764216
2007-03-01,0.17111117778306295
2007-03-02,0.17360213459431129
2007-03-05,0.37925203376567795
2007-03-06,0.2762657286906194
2007-03-07,0.2759539429918766
2007-03-08,0.17493706495213512
2007-03-09,0.17499437731123602
2007-03-12,0.07416512231114292
2007-03-13,0.07487893992084016
2007-03-14,0.07484164367954627
2007-03-15,0.07436776070246842
2007-03-16,0.07474396022780372
2007-03-19,0.07232793658830561
2007-03-20,0.07193577339869384
2007-03-21,0.0710170897225636
2007-03-22,0.07089631303676736
2007-03-23,0.07039996994376685
2007-03-26,0.0705444480366092
2007-03-27,0.07126982775958468
2007-03-28,0.07213114822835809
2007-03-29,0.07215726384812593
2007-03-30,0.07162742778604747
2007-04-02,0.07157572706131721
2007-04-03,0.07067633371623627
2007-04-04,0.07070549854051478
2007-04-05,0.07031100286250358
2007-04-09,0.07048820861763672
2007-04-10,0.15841350124579978
2007-04-11,0.1595433822151977
2007-04-12,0.05922830904031018
2007-04-13,0.05902997030406909
2007-04-16,0.058802957184998395
2007-04-17,0.05874934682736355
2007-04-18,0.058887916203987256
2007-04-19,0.05872611179758147
2007-04-20,0.058618307016061855
2007-04-23,0.058817606823454494
2007-04-24,0.05871700998817797
2007-04-25,0.15410755387406783
2007-04-26,0.052919933672936015
2007-04-27,0.010751747888362084
2007-04-30,0.06860173017393878
2007-05-01,0.06847710659744155
2007-05-02,0.06754892560445624
2007-05-03,0.06729821266431635
2007-05-04,0.21299013517118814
2007-05-07,0.11254225985271948
2007-05-08,0.11314954916501274
2007-05-09,0.11230186699332145
2007-05-10,0.1124589272805182
2007-05-11,0.16855752011748337
2007-05-14,0.16833635454609197
2007-05-15,0.1691244567927057
2007-05-16,0.16821945776243064
2007-05-17,0.16779995575253548
2007-05-18,0.15718344248670846
2007-05-21,0.15239604877360113
2007-05-22,0.1526628173558081
2007-05-23,0.15275328994108306
2007-05-24,0.15560881550381245
2007-05-25,0.15406675035769046
2007-05-29,0.1537540924048706
2007-05-30,0.15244344367799334
2007-05-31,0.15191136555993034
2007-06-01,0.1512937628882589
2007-06-04,0.15054426325653159
2007-06-05,0.20938066891064278
2007-06-06,0.2113767457072131
2007-06-07,0.21527898091685715
2007-06-08,0.21530332403022268
2007-06-11,0.21564476061547122
2007-06-12,0.21477129024007902
2007-06-13,0.2043875073172745
2007-06-14,0.20354732824471067
2007-06-15,0.20175545400887906
2007-06-18,0.2026015122264485
2007-06-19,0.202276066278112
2007-06-20,0.20389711151716172
2007-06-21,0.15713994691387956
2007-06-22,0.15818702610570168
2007-06-25,0.2695360293032786
2007-06-26,0.06926049735733508
2007-06-27,0.06879941029619463
2007-06-28,0.06854740188293551
2007-06-29,0.06856717546339097
2007-07-02,0.06583030900322895
2007-07-03,0.06604354283597347
2007-07-05,0.06612214175903808
2007-07-06,0.06139089864691627
2007-07-09,0.0611372649589188
2007-07-10,0.06228064011135481
2007-07-11,0.06157115157567883
2007-07-12,0.1138226596462254
2007-07-13,0.11336834300689669
2007-07-16,0.20769385196807355
2007-07-17,0.20600417103587
2007-07-18,0.258503679020336
2007-07-19,0.15845327991119862
2007-07-20,0.16114377072100194
2007-07-23,0.14284364412006556
2007-07-24,0.1464352022544647
2007-07-25,0.24164272076834858
2007-07-26,0.2441215509447514
2007-07-27,0.4536170702103567
2007-07-30,0.699074976696655
2007-07-31,0.7029606827342385
2007-08-01,0.701578224738086
2007-08-02,0.6980757444920163
2007-08-03,0.7054698837014144
2007-08-06,0.7035808163775377
2007-08-07,0.8072696263305279
2007-08-08,0.8081302886516971
2007-08-09,0.8142671483002668
2007-08-10,0.8851654968711652
2007-08-13,0.8868577280719858
2007-08-14,0.8848201522680237
2007-08-15,0.8863955717925993
2007-08-16,0.8909222876711286
2007-08-17,1.0
2007-08-20,0.9006835304683944
2007-08-21,0.9010648472458318
2007-08-22,0.900173796871655
2007-08-23,0.9027823922858289
2007-08-24,0.9014134955819232
2007-08-27,0.9013347651687156
2007-08-28,0.9031662236767034
2007-08-29,0.9012335401790138
2007-08-30,0.8019387930628715
2007-08-31,0.7988257769828258
2007-09-04,0.7978939364218769
2007-09-05,0.698627667597812
2007-09-06,0.6981222774811103
2007-09-07,0.7017718016298202
2007-09-10,0.6022300964244154
2007-09-11,0.300882288287017
2007-09-12,0.10232013462582412
2007-09-13,0.0021680243227459872
2007-09-14,0.002165907635848896
2007-09-17,0.0021603578634499243
2007-09-18,0.0020898724450638673
2007-09-19,0.0020653163176941325
2007-09-20,0.0020757712943476614
2007-09-21,0.002068767944398031
2007-09-24,0.0020922780904193417
2007-09-25,0.0020584866714976613
2007-09-26,0.0020533731049768855
2007-09-27,0.09748463513749994
2007-09-28,0.09810768118257718
2007-10-01,0.09639935151970735
2007-10-02,0.0967727396154392
2007-10-03,0.19043543945052077
2007-10-04,0.08993073191123957
2007-10-05,0.08828852142579757
2007-10-08,0.08828594303033732
2007-10-09,0.08772734510251579
2007-10-10,0.08705905676465242
2007-10-11,0.08769768546321766
2007-10-12,0.08711004401546274
2007-10-15,0.08730037391371315
2007-10-16,0.08786858251689422
2007-10-17,0.08754937353265879
2007-10-18,0.08695516241856216
2007-10-19,0.08977688546802076
2007-10-22,0.08375287909008455
2007-10-23,0.08242548958759355
2007-10-24,0.08330898660774999
2007-10-25,0.08301746350499606
2007-10-26,0.2756727549725084
2007-10-29,0.2749329832471009
2007-10-30,0.2799422386983226
2007-10-31,0.2760195175532495
2007-11-01,0.28195824051153495
2007-11-02,0.17699645861020608
2007-11-05,0.17815788540599853
2007-11-06,0.07513579037170193
2007-11-07,0.13487870060532037
2007-11-08,0.03463115149138718
2007-11-09,0.1324083045072042
2007-11-12,0.1357037079809068
2007-11-13,0.4275125137892881
2007-11-14,0.3339505180555764
2007-11-15,0.3360089343402871
2007-11-16,0.4315275224791627
2007-11-19,0.5463920661986152
2007-11-20,0.7414882330633629
2007-11-21,0.7988449695420327
2007-11-23,0.795631008549487
2007-11-26,0.7952838177501798
2007-11-27,0.7944877017559424
2007-11-28,0.7884938151573292
2007-11-29,0.7899059782545857
2007-11-30,0.7911919895829332
2007-12-03,0.793202926746049
2007-12-04,0.5930254366051537
2007-12-05,0.5846253276548146
2007-12-06,0.5805643267700015
2007-12-07,0.5827065186980741
2007-12-10,0.5846000730838476
2007-12-11,0.5948444924838943
2007-12-12,0.19553820005379374
2007-12-13,0.2768859313823173
2007-12-14,0.27824937239132985
2007-12-17,0.2793620318623474
2007-12-18,0.27776228127495817
2007-12-19,0.2741739893230821
2007-12-20,0.2709670757594329
2007-12-21,0.26987396751253423
2007-12-24,0.0692929837448164
2007-12-26,0.0691522346176281
2007-12-27,0.07083512523722013
2007-12-28,0.07051524056382852
2007-12-31,0.07092278713034739
2008-01-02,0.1685436542724129
2008-01-03,0.16777035964732878
2008-01-04,0.17214933126904952
2008-01-07,0.4749134195789373
2008-01-08,0.476587347642495
2008-01-09,0.5806638147582436
2008-01-10,0.5808901690254422
2008-01-11,0.581652987095692
2008-01-14,0.5807799926715633
2008-01-15,0.5881460388853903
2008-01-16,0.5865910487790863
2008-01-17,0.7948294620821318
2008-01-18,0.898236066236679
2008-01-22,1.0
2008-01-23,1.0
2008-01-24,1.0
2008-01-25,1.0
2008-01-28,1.0
