,total_return,ann_return,max_drawdown,n_trades,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.428379473050424,-0.04559616584225201,-0.43323619207480946,1122.0,0.016172195921579247,-0.017391752322673575,-0.004917450702483355,-5.463735074071715,0.12200605357621139,0.055624411283525854,496.0,0.3025425114882232,0.0
test,-0.3132931331972263,-0.048084193849269874,-0.34999187431815426,1200.0,0.023786737467989785,-0.01836644716304258,-0.0029454071188565753,-1.756707126699011,0.19091287479009006,0.09119233984345315,422.0,0.3085710389828693,0.0
