,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,2.2367004808519204,0.10297290870364773,-0.5376332234844883,771.0,0.4565499351491569,0.14724998135774062,-0.04124444771728512,0.04481267165289524,9.375343986776631,0.7311002968290989,0.5387840670859538,812.0,0.9467098785912996,1.0
test,1.892889680330975,0.14944130966581004,-0.3373500384746593,581.0,0.4612736660929432,0.1566020006039207,-0.04950163069005264,0.0455685469119867,7.655500706426831,0.7663909612493531,0.6315217391304347,613.0,1.5633126744036474,0.655
