date,mean_cash,days_flat,days_fully_in
2007,0.2586726663515397,0.00796812749003984,0.04780876494023904
2008,0.9263787637115745,0.782608695652174,0.0
2009,0.5914228791003058,0.4365079365079365,0.07142857142857142
2010,0.37257529241274373,0.20238095238095238,0.1984126984126984
2011,0.4275458729694023,0.2698412698412698,0.09126984126984126
2012,0.08888325653932155,0.0,0.188
2013,0.1282309499240183,0.0,0.17063492063492064
2014,0.18264427266269567,0.04365079365079365,0.2857142857142857
2015,0.31276760681813215,0.15873015873015872,0.17857142857142858
2016,0.2890583537565824,0.18253968253968253,0.20634920634920634
2017,0.07580154785613559,0.0,0.41832669322709165
2018,0.3480625343647317,0.14741035856573706,0.06772908366533864
2019,0.18973646234628452,0.09126984126984126,0.3531746031746032
2020,0.33766764984206166,0.2134387351778656,0.06324110671936758
2021,0.11104224271157644,0.0,0.17063492063492064
2022,0.7174502962948183,0.5378486055776892,0.03187250996015936
2023,0.15194547567397929,0.016,0.24
2024,0.1421406768296492,0.0,0.16666666666666666
2025,0.20683317110527621,0.0,0.256
2026,0.16458744687953597,0.0,0.19753086419753085
