,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.3716443193581487,0.07472048263953823,-0.24116256060535524,820.0,0.45121951219512196,0.172789425488339,-0.053295869770640054,0.04871822687060658,8.09986920123765,0.7300220211901938,0.5352480417754569,805.0,0.5830331803338802,0.945
test,1.3951400136906393,0.12133498929046782,-0.2306999310067317,646.0,0.43498452012383904,0.2140365136730932,-0.05792871043865948,0.060371952061963594,7.2396897344739966,0.7663467867304825,0.7169811320754716,611.5,0.5821662385788159,0.945
