,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,0.013792768611971429,0.0011437083531973258,-0.05264500593579313,14.0,0.5,0.15282185233106674,-0.06849835763953142,0.04216174734576766,1.1736329091034248,0.016568816132792537,0.0006366530241018644,4.0,0.009666992917359396,0.565
test,0.06488184357872995,0.008276355552521375,-0.06882693131880036,45.0,0.5333333333333333,0.16126596056135056,-0.06414504138257916,0.056074159654183345,2.676020875882664,0.04921655365923057,0.003141799902255114,22.0,0.05328593197996945,0.615
