,total_return,ann_return,max_drawdown,n_trades,avg_winner,avg_loser,t_stat,avg_invested,geo_bet,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
full,2.9154799811130734,0.07204933020526139,-0.3021543981408189,1477.0,0.1753701059239752,-0.05814098658986628,10.151190691831843,0.7339089280481105,1.0056748162713791,0.6021198532409294,1421.0,1.3828372137127696,0.95
