,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.05676357922027386,-0.004864439951887678,-0.07215731470733511,40.0,0.275,0.07211360025895108,-0.04732669251185611,-0.01448061199988412,-1.4217383225592364,0.03892682371758613,0.0018667164457718873,40.0,0.01728625490295954,0.14
test,-0.036486338866738466,-0.004861448761776743,-0.0649131843110371,23.0,0.17391304347826086,0.16148363688376388,-0.05319864367161854,-0.015862594879378113,-0.8097925352274138,0.034324797403425124,0.0015687879407953072,23.0,0.007831281072453011,0.2
