,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,1.4633818666049603,0.0781293286636251,-0.5493796720684039,794.0,0.44710327455919396,0.14098550161833465,-0.04278549046863317,0.03937912186244188,8.851584524855902,0.3762524301337284,0.7627281460134486,844.0,1.137936779319528,0.905
test,2.189342030533339,0.16423854922160608,-0.33529039933644855,595.0,0.4638655462184874,0.15742637510773297,-0.049385657856350525,0.04654731877908987,7.914543247285647,0.39120064783602265,0.9182098765432098,642.0,2.0004389790057813,0.685
