,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,0.7111652785706932,0.04584360764460493,-0.2452971364249229,719.0,0.44506258692628653,0.14359951183416297,-0.049067845533271245,0.03668118695293036,7.3179824600203505,0.66603272761199,0.24184325597040027,751.0,0.5044595339708039,0.68
test,0.33439978102800616,0.03854823358700954,-0.23187306611463998,591.0,0.40947546531302875,0.1737193583596081,-0.055406058815045185,0.038415177997587806,5.538692431178219,0.7432448220057273,0.3648148148148148,588.0,0.5380360447668495,0.235
