,total_return,ann_return,max_drawdown,n_trades,win_rate,avg_winner,avg_loser,avg_trade,t_stat,avg_invested,entry_rate,ctl_n_trades_median,ctl_median_total,pct_vs_controls
dev,-0.032681425702240086,-0.0027687766444921547,-0.05160739673888848,44.0,0.3409090909090909,0.10823486280192575,-0.04391887364287732,0.007951718326941913,0.5918378711467784,0.04227233322157034,0.002065921682787116,50.0,0.025963847057050127,0.205
test,-0.008743054971229625,-0.0011507099173603264,-0.04793992100096656,25.0,0.28,0.20183978422450974,-0.04558528063002591,0.02369373752924407,0.9406728827070187,0.029943267536540454,0.001702185606318513,29.0,0.007510780459705213,0.38
